,District Number,Zip Codes,District,Region,County,School Type,Alternative Education Accountability,Charter,Number of Students,% Economically Disadvantaged,% EB/EL Students,Overall Rating,Overall Score,Student Achievement Rating,Student Achievement Score,School Progress Rating,School Progress Score,Academic Growth Rating,Academic Growth Score,Relative Performance Rating,Relative Performance Score,Closing the Gaps Rating,Closing the Gaps Score
151,29901,,CALHOUN COUNTY ISD,REGION 03: VICTORIA,CALHOUN,District,No,No,"3,561",64.20%,13.80%,B,86,B,85,B,88,C,73,B,88,B,82
152,30901,,CROSS PLAINS ISD,REGION 14: ABILENE,CALLAHAN,District,No,No,378,68.00%,2.40%,A,93,A,91,A,92,B,84,A,92,A,96
153,30902,,CLYDE CISD,REGION 14: ABILENE,CALLAHAN,District,No,No,"1,431",44.00%,0.80%,B,89,A,92,A,92,A,91,A,92,B,83
154,30903,,BAIRD ISD,REGION 14: ABILENE,CALLAHAN,District,No,No,293,54.60%,0.00%,B,89,A,90,A,91,B,87,A,91,B,85
155,30906,,EULA ISD,REGION 14: ABILENE,CALLAHAN,District,No,No,462,42.20%,0.60%,A,93,A,94,A,94,A,92,A,94,B,89
156,31901,,BROWNSVILLE ISD,REGION 01: EDINBURG,CAMERON,District,No,No,"38,412",89.50%,38.00%,A,91,B,89,A,94,A,93,A,94,B,86
157,31903,,HARLINGEN CISD,REGION 01: EDINBURG,CAMERON,District,No,No,"17,022",77.00%,15.20%,B,89,B,84,A,91,A,90,A,91,B,83
158,31905,,LA FERIA ISD,REGION 01: EDINBURG,CAMERON,District,No,No,"2,908",85.80%,14.90%,B,88,B,80,A,90,A,90,B,85,B,83
159,31906,,LOS FRESNOS CISD,REGION 01: EDINBURG,CAMERON,District,No,No,"10,333",79.90%,22.00%,A,92,B,88,A,91,A,90,A,91,A,94
160,31909,,POINT ISABEL ISD,REGION 01: EDINBURG,CAMERON,District,No,No,"1,968",88.90%,39.90%,B,87,B,83,A,91,A,91,A,91,C,76
161,31911,,RIO HONDO ISD,REGION 01: EDINBURG,CAMERON,District,No,No,"1,602",87.60%,11.90%,B,83,C,72,A,90,A,90,C,73,Not Rated: Senate Bill 1365,68
162,31912,,SAN BENITO CISD,REGION 01: EDINBURG,CAMERON,District,No,No,"9,201",88.70%,25.80%,B,85,B,80,A,90,B,87,A,90,C,73
163,31913,,SANTA MARIA ISD,REGION 01: EDINBURG,CAMERON,District,No,No,543,99.60%,39.80%,B,85,C,73,B,89,B,89,B,80,C,75
164,31914,,SANTA ROSA ISD,REGION 01: EDINBURG,CAMERON,District,No,No,848,89.90%,19.90%,B,89,B,88,A,94,A,90,A,94,C,77
165,31916,,SOUTH TEXAS ISD,REGION 01: EDINBURG,CAMERON,District,No,No,"4,251",51.90%,11.00%,A,97,A,96,A,95,A,93,A,95,A,98
166,32902,,PITTSBURG ISD,REGION 08: MT PLEASANT,CAMP,District,No,No,"2,352",78.40%,19.40%,A,96,A,94,A,94,A,90,A,94,A,100
167,33901,,GROOM ISD,REGION 16: AMARILLO,CARSON,District,No,No,143,25.20%,1.40%,A,92,A,94,B,84,B,81,B,84,B,88
168,33902,,PANHANDLE ISD,REGION 16: AMARILLO,CARSON,District,No,No,663,30.50%,1.70%,A,97,A,95,A,91,A,90,A,91,A,100
169,33904,,WHITE DEER ISD,REGION 16: AMARILLO,CARSON,District,No,No,339,48.70%,3.20%,B,88,A,90,B,89,B,82,A,91,B,82
170,34901,,ATLANTA ISD,REGION 08: MT PLEASANT,CASS,District,No,No,"1,906",67.80%,2.20%,B,89,B,89,A,90,B,80,A,90,B,85
171,34902,,AVINGER ISD,REGION 08: MT PLEASANT,CASS,District,No,No,137,78.80%,1.50%,B,87,B,87,A,90,C,78,A,90,B,81
172,34903,,HUGHES SPRINGS ISD,REGION 08: MT PLEASANT,CASS,District,No,No,"1,146",54.50%,5.10%,A,90,A,91,A,91,A,90,A,91,B,86
173,34905,,LINDEN-KILDARE CISD,REGION 08: MT PLEASANT,CASS,District,No,No,638,68.70%,5.80%,B,89,B,89,A,92,B,85,A,92,B,83
174,34906,,MCLEOD ISD,REGION 08: MT PLEASANT,CASS,District,No,No,399,54.90%,0.00%,A,92,A,90,A,90,C,73,A,90,A,96
175,34907,,QUEEN CITY ISD,REGION 08: MT PLEASANT,CASS,District,No,No,933,63.50%,0.30%,A,90,A,91,A,93,B,85,A,93,B,82
176,34909,,BLOOMBURG ISD,REGION 08: MT PLEASANT,CASS,District,No,No,240,79.60%,2.10%,A,92,A,91,A,93,B,88,A,93,B,89
177,35901,,DIMMITT ISD,REGION 16: AMARILLO,CASTRO,District,No,No,"1,153",87.20%,24.80%,B,82,C,74,B,85,B,85,C,79,C,76
178,35902,,HART ISD,REGION 16: AMARILLO,CASTRO,District,No,No,209,86.10%,25.80%,B,81,C,72,B,82,B,82,C,75,B,80
179,35903,,NAZARETH ISD,REGION 16: AMARILLO,CASTRO,District,No,No,250,19.20%,0.40%,A,98,A,97,A,95,A,95,A,91,A,100
180,36901,,ANAHUAC ISD,REGION 04: HOUSTON,CHAMBERS,District,No,No,"1,389",56.80%,7.50%,A,90,B,89,A,92,B,89,A,92,B,85
181,36902,,BARBERS HILL ISD,REGION 04: HOUSTON,CHAMBERS,District,No,No,"6,796",26.50%,4.30%,A,95,A,93,A,91,A,91,A,91,A,98
182,36903,,EAST CHAMBERS ISD,REGION 05: BEAUMONT,CHAMBERS,District,No,No,"1,540",64.50%,27.90%,B,89,B,89,A,90,Not Rated: Senate Bill 1365,65,A,90,B,88
183,37901,,ALTO ISD,REGION 07: KILGORE,CHEROKEE,District,No,No,556,75.20%,20.70%,B,89,A,90,A,92,B,82,A,92,B,83
184,37904,,JACKSONVILLE ISD,REGION 07: KILGORE,CHEROKEE,District,No,No,"4,735",82.80%,32.80%,B,86,B,81,A,90,C,70,A,90,C,78
185,37907,,RUSK ISD,REGION 07: KILGORE,CHEROKEE,District,No,No,"2,001",70.90%,7.90%,C,79,B,80,B,80,Not Rated: Senate Bill 1365,69,B,80,C,75
186,37908,,NEW SUMMERFIELD ISD,REGION 07: KILGORE,CHEROKEE,District,No,No,538,86.80%,48.30%,B,88,B,87,A,90,B,80,A,90,B,83
187,37909,,WELLS ISD,REGION 07: KILGORE,CHEROKEE,District,No,No,258,68.60%,4.30%,B,87,B,87,A,91,Not Rated: Senate Bill 1365,62,A,91,C,77
188,38901,,CHILDRESS ISD,REGION 16: AMARILLO,CHILDRESS,District,No,No,"1,013",53.70%,3.50%,A,90,A,90,A,90,B,82,A,90,B,89
189,39902,,HENRIETTA ISD,REGION 09: WICHITA FALLS,CLAY,District,No,No,942,30.80%,0.40%,B,86,B,89,B,83,C,73,B,83,C,78
190,39903,,PETROLIA CISD,REGION 09: WICHITA FALLS,CLAY,District,No,No,461,46.20%,0.90%,B,84,B,85,B,80,C,73,B,80,B,81
191,39904,,BELLEVUE ISD,REGION 09: WICHITA FALLS,CLAY,District,No,No,151,54.30%,1.30%,C,75,C,77,C,73,C,73,C,70,C,71
192,39905,,MIDWAY ISD,REGION 09: WICHITA FALLS,CLAY,District,No,No,131,63.40%,3.10%,B,86,B,87,B,84,Not Rated: Senate Bill 1365,69,B,84,B,83
193,40901,,MORTON ISD,REGION 17: LUBBOCK,COCHRAN,District,No,No,360,80.30%,22.50%,B,82,C,79,B,85,C,78,B,85,C,75
194,40902,,WHITEFACE CISD,REGION 17: LUBBOCK,COCHRAN,District,No,No,313,57.20%,10.50%,B,84,B,86,B,86,C,76,B,86,B,80
195,41901,,BRONTE ISD,REGION 15: SAN ANGELO,COKE,District,No,No,238,50.00%,1.70%,A,91,A,92,A,91,B,89,A,91,B,87
196,41902,,ROBERT LEE ISD,REGION 15: SAN ANGELO,COKE,District,No,No,262,62.20%,1.10%,B,87,B,88,A,90,B,80,A,90,B,80
197,42901,,COLEMAN ISD,REGION 15: SAN ANGELO,COLEMAN,District,No,No,800,59.60%,2.00%,B,84,B,80,B,86,B,80,B,86,C,78
198,42903,,SANTA ANNA ISD,REGION 15: SAN ANGELO,COLEMAN,District,No,No,253,100.00%,0.40%,A,90,A,91,A,94,A,90,A,94,B,82
199,42905,,PANTHER CREEK CISD,REGION 15: SAN ANGELO,COLEMAN,District,No,No,165,73.90%,0.60%,B,87,B,88,A,91,C,76,A,91,C,77
200,43801,,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,REGION 10: RICHARDSON,COLLIN,District,No,Yes,"1,386",9.00%,10.10%,A,98,A,97,A,91,A,91,B,86,A,100
201,43802,,LONE STAR LANGUAGE ACADEMY,REGION 10: RICHARDSON,COLLIN,District,No,Yes,146,2.10%,9.60%,A,98,A,92,A,97,A,97,Not Rated: Senate Bill 1365,69,A,100
202,43901,,ALLEN ISD,REGION 10: RICHARDSON,COLLIN,District,No,No,"21,420",16.80%,9.50%,A,94,B,89,A,92,A,92,B,85,A,99
203,43902,,ANNA ISD,REGION 10: RICHARDSON,COLLIN,District,No,No,"4,436",50.50%,13.20%,B,86,B,84,B,88,B,80,B,88,B,81
204,43903,,CELINA ISD,REGION 10: RICHARDSON,COLLIN,District,No,No,"3,351",14.60%,8.10%,A,93,A,92,B,89,A,90,C,75,A,96
205,43904,,FARMERSVILLE ISD,REGION 10: RICHARDSON,COLLIN,District,No,No,"2,018",53.40%,14.70%,B,89,A,92,A,92,B,87,A,92,B,81
206,43905,,FRISCO ISD,REGION 10: RICHARDSON,COLLIN,District,No,No,"65,617",12.80%,8.90%,A,95,A,94,A,92,A,92,B,82,A,96
207,43907,,MCKINNEY ISD,REGION 10: RICHARDSON,COLLIN,District,No,No,"23,238",31.30%,13.00%,B,89,B,89,B,87,B,87,B,85,B,89
208,43908,,MELISSA ISD,REGION 10: RICHARDSON,COLLIN,District,No,No,"4,859",14.80%,7.00%,A,95,A,93,B,89,B,89,C,73,A,98
209,43910,,PLANO ISD,REGION 10: RICHARDSON,COLLIN,District,No,No,"49,241",34.60%,20.70%,B,89,B,89,B,89,A,91,B,89,B,88
210,43911,,PRINCETON ISD,REGION 10: RICHARDSON,COLLIN,District,No,No,"6,765",50.90%,19.80%,A,93,A,90,A,92,B,87,A,92,A,94
211,43912,,PROSPER ISD,REGION 10: RICHARDSON,COLLIN,District,No,No,"21,700",8.40%,6.90%,A,94,A,93,A,90,A,90,C,76,A,96
212,43914,,WYLIE ISD,REGION 10: RICHARDSON,COLLIN,District,No,No,"18,155",28.10%,12.90%,A,96,A,94,A,92,A,92,A,91,A,99
213,43917,,BLUE RIDGE ISD,REGION 10: RICHARDSON,COLLIN,District,No,No,958,41.60%,8.10%,B,87,B,89,B,88,Not Rated: Senate Bill 1365,65,B,88,B,81
214,43918,,COMMUNITY ISD,REGION 10: RICHARDSON,COLLIN,District,No,No,"3,335",49.90%,22.50%,B,86,B,88,B,89,C,73,A,92,C,79
215,43919,,LOVEJOY ISD,REGION 10: RICHARDSON,COLLIN,District,No,No,"4,335",4.30%,1.20%,A,99,A,98,A,93,A,93,A,91,A,100
216,44902,,WELLINGTON ISD,REGION 16: AMARILLO,COLLINGSWORTH,District,No,No,542,56.60%,7.70%,B,87,B,87,B,87,B,87,B,86,B,87
217,45902,,COLUMBUS ISD,REGION 04: HOUSTON,COLORADO,District,No,No,"1,555",55.20%,15.60%,B,87,B,86,A,90,B,85,A,90,B,80
218,45903,,RICE CISD,REGION 03: VICTORIA,COLORADO,District,No,No,"1,272",75.40%,9.00%,B,87,B,84,A,90,C,73,A,90,B,80
219,45905,,WEIMAR ISD,REGION 03: VICTORIA,COLORADO,District,No,No,684,55.80%,17.70%,A,96,A,95,A,94,B,89,A,94,A,97
220,46802,,TRINITY CHARTER SCHOOL,REGION 20: SAN ANTONIO,COMAL,District,Yes,Yes,347,100.00%,5.50%,B,80,C,75,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
221,46901,,NEW BRAUNFELS ISD,REGION 20: SAN ANTONIO,COMAL,District,No,No,"9,638",36.50%,9.10%,B,86,B,86,C,79,C,79,C,78,B,85
222,46902,,COMAL ISD,REGION 20: SAN ANTONIO,COMAL,District,No,No,"27,190",29.80%,5.50%,A,93,A,92,A,90,A,90,B,84,A,95
223,47901,,COMANCHE ISD,REGION 14: ABILENE,COMANCHE,District,No,No,"1,303",61.10%,15.30%,A,91,A,91,A,92,B,89,A,92,B,88
224,47902,,DE LEON ISD,REGION 14: ABILENE,COMANCHE,District,No,No,740,54.20%,6.20%,A,91,A,91,A,91,B,85,A,91,A,90
225,47903,,GUSTINE ISD,REGION 14: ABILENE,COMANCHE,District,No,No,145,72.40%,34.50%,A,95,A,91,A,93,C,79,A,93,A,100
226,47905,,SIDNEY ISD,REGION 14: ABILENE,COMANCHE,District,No,No,128,63.30%,0.00%,B,89,A,92,A,93,B,86,A,93,C,79
227,48901,,EDEN CISD,REGION 15: SAN ANGELO,CONCHO,District,No,No,222,62.60%,5.40%,B,83,B,84,B,83,C,70,B,83,C,79
228,48903,,PAINT ROCK ISD,REGION 15: SAN ANGELO,CONCHO,District,No,No,225,68.90%,5.80%,B,80,B,80,B,81,C,79,B,81,C,78
229,49901,,GAINESVILLE ISD,REGION 11: FORT WORTH,COOKE,District,No,No,"3,138",62.70%,28.20%,B,84,B,82,B,89,Not Rated: Senate Bill 1365,69,B,89,C,73
230,49902,,MUENSTER ISD,REGION 11: FORT WORTH,COOKE,District,No,No,523,16.80%,1.00%,A,97,A,95,A,92,A,92,A,90,A,100
231,49903,,VALLEY VIEW ISD,REGION 11: FORT WORTH,COOKE,District,No,No,941,52.40%,15.60%,B,84,B,86,B,87,B,82,B,87,C,76
232,49905,,CALLISBURG ISD,REGION 11: FORT WORTH,COOKE,District,No,No,"1,140",35.50%,2.90%,B,88,B,89,B,84,B,84,C,78,B,85
233,49906,,ERA ISD,REGION 11: FORT WORTH,COOKE,District,No,No,493,33.50%,1.80%,B,89,A,91,B,86,B,86,B,83,B,85
234,49907,,LINDSAY ISD,REGION 11: FORT WORTH,COOKE,District,No,No,482,14.70%,0.20%,A,96,A,94,A,92,A,92,B,83,A,100
235,49908,,WALNUT BEND ISD,REGION 11: FORT WORTH,COOKE,District,No,No,56,89.30%,7.10%,A,92,Not Rated: Senate Bill 1365,62,A,92,A,92,Not Rated: Senate Bill 1365,69,Not Rated,        .
236,49909,,SIVELLS BEND ISD,REGION 11: FORT WORTH,COOKE,District,No,No,63,74.60%,0.00%,C,76,C,74,B,80,C,70,B,80,Not Rated: Senate Bill 1365,65
237,50901,,EVANT ISD,REGION 12: WACO,CORYELL,District,No,No,213,63.80%,12.70%,Not Rated: Senate Bill 1365,62,C,72,C,70,Not Rated: Senate Bill 1365,65,C,70,Not Rated: Senate Bill 1365,38
238,50902,,GATESVILLE ISD,REGION 12: WACO,CORYELL,District,No,No,"2,689",58.50%,4.90%,B,86,B,87,B,89,B,80,B,89,B,80
239,50904,,OGLESBY ISD,REGION 12: WACO,CORYELL,District,No,No,198,57.10%,5.10%,B,86,B,86,B,89,B,89,B,83,C,79
240,50909,,JONESBORO ISD,REGION 12: WACO,CORYELL,District,No,No,338,45.30%,0.00%,C,77,C,78,B,81,B,81,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,66
241,50910,,COPPERAS COVE ISD,REGION 12: WACO,CORYELL,District,No,No,"8,102",63.20%,5.70%,B,87,B,85,A,90,C,76,A,90,B,80
242,51901,,PADUCAH ISD,REGION 17: LUBBOCK,COTTLE,District,No,No,161,72.00%,0.00%,B,86,B,87,A,90,C,79,A,90,C,77
243,52901,,CRANE ISD,REGION 15: SAN ANGELO,CRANE,District,No,No,"1,151",42.10%,21.70%,B,85,C,74,A,90,A,90,Not Rated: Senate Bill 1365,60,C,72
244,53001,,CROCKETT COUNTY CONSOLIDATED CSD,REGION 15: SAN ANGELO,CROCKETT,District,No,No,729,65.80%,15.90%,A,93,A,91,A,92,A,90,A,92,A,95
245,54901,,CROSBYTON CISD,REGION 17: LUBBOCK,CROSBY,District,No,No,329,77.80%,1.50%,B,85,B,83,B,89,C,76,A,93,C,76
246,54902,,LORENZO ISD,REGION 17: LUBBOCK,CROSBY,District,No,No,237,81.90%,8.40%,B,85,C,78,A,90,Not Rated: Senate Bill 1365,68,A,90,C,74
247,54903,,RALLS ISD,REGION 17: LUBBOCK,CROSBY,District,No,No,484,83.30%,2.90%,B,81,C,78,B,83,Not Rated: Senate Bill 1365,57,B,83,C,76
248,55901,,CULBERSON COUNTY-ALLAMOORE ISD,REGION 18: MIDLAND,CULBERSON,District,No,No,360,81.70%,6.10%,B,86,B,83,A,90,B,85,A,90,C,76
249,56901,,DALHART ISD,REGION 16: AMARILLO,DALLAM,District,No,No,"1,717",67.10%,29.50%,B,85,B,87,B,89,B,84,A,92,C,76
250,56902,,TEXLINE ISD,REGION 16: AMARILLO,DALLAM,District,No,No,213,57.70%,19.70%,A,94,A,91,B,87,B,82,B,87,A,100
251,57802,,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,REGION 10: RICHARDSON,DALLAS,District,No,Yes,486,87.90%,25.90%,B,83,B,81,B,85,B,83,B,85,C,79
252,57803,,UPLIFT EDUCATION,REGION 10: RICHARDSON,DALLAS,District,No,Yes,"22,183",72.90%,32.90%,B,86,B,86,B,89,B,89,A,92,B,80
253,57804,,TEXANS CAN ACADEMIES,REGION 10: RICHARDSON,DALLAS,District,Yes,Yes,"5,037",92.10%,31.40%,B,84,C,79,B,88,B,88,Not Rated,        .,Not Rated: Senate Bill 1365,62
254,57805,,LUMIN EDUCATION,REGION 10: RICHARDSON,DALLAS,District,No,Yes,250,70.00%,42.40%,B,81,C,76,B,81,Not Rated,        .,B,81,Not Rated,        .
255,57806,,ADVANTAGE ACADEMY,REGION 10: RICHARDSON,DALLAS,District,No,Yes,"1,138",85.00%,23.00%,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,63,C,72,C,72,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,59
256,57807,,LIFE SCHOOL,REGION 10: RICHARDSON,DALLAS,District,No,Yes,"5,558",65.30%,10.10%,B,87,B,86,B,89,B,89,A,91,B,83
257,57808,,UNIVERSAL ACADEMY,REGION 10: RICHARDSON,DALLAS,District,No,Yes,"2,055",30.50%,48.90%,A,91,A,90,A,92,A,92,C,79,B,88
258,57809,,NOVA ACADEMY,REGION 10: RICHARDSON,DALLAS,District,No,Yes,124,98.40%,11.30%,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,60,Not Rated,        .
259,57810,,ACADEMY OF DALLAS,REGION 10: RICHARDSON,DALLAS,District,No,Yes,245,99.20%,9.00%,C,71,Not Rated: Senate Bill 1365,49,C,74,C,74,Not Rated: Senate Bill 1365,51,Not Rated: Senate Bill 1365,63
260,57813,,TRINITY BASIN PREPARATORY,REGION 10: RICHARDSON,DALLAS,District,No,Yes,"4,211",91.10%,56.40%,B,85,C,71,B,89,B,89,B,84,C,76
261,57814,,ACADEMY FOR ACADEMIC EXCELLENCE,REGION 10: RICHARDSON,DALLAS,District,Yes,Yes,297,100.00%,17.20%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
262,57816,,A W BROWN LEADERSHIP ACADEMY,REGION 10: RICHARDSON,DALLAS,District,No,Yes,"1,067",85.80%,0.70%,B,82,Not Rated: Senate Bill 1365,56,B,89,A,90,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,64
263,57819,,JEAN MASSIEU ACADEMY,REGION 10: RICHARDSON,DALLAS,District,No,Yes,202,80.20%,53.00%,B,86,C,76,A,91,A,91,C,75,C,73
264,57827,,NOVA ACADEMY SOUTHEAST,REGION 10: RICHARDSON,DALLAS,District,No,Yes,535,93.50%,30.50%,B,87,Not Rated: Senate Bill 1365,69,A,91,A,91,B,82,C,78
265,57828,,WINFREE ACADEMY CHARTER SCHOOLS,REGION 10: RICHARDSON,DALLAS,District,Yes,Yes,"1,068",59.00%,16.80%,B,81,B,84,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,68,Not Rated,        .,Not Rated: Senate Bill 1365,62
266,57829,,A+ ACADEMY,REGION 10: RICHARDSON,DALLAS,District,No,Yes,"1,551",92.70%,51.10%,C,71,C,71,C,71,Not Rated: Senate Bill 1365,69,C,71,C,70
267,57830,,INSPIRED VISION ACADEMY,REGION 10: RICHARDSON,DALLAS,District,No,Yes,"1,271",95.60%,52.30%,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,51
268,57831,,GATEWAY CHARTER ACADEMY,REGION 10: RICHARDSON,DALLAS,District,No,Yes,654,74.50%,0.00%,B,88,B,83,A,92,A,91,A,92,C,79
269,57833,,EDUCATION CENTER INTERNATIONAL ACADEMY,REGION 10: RICHARDSON,DALLAS,District,No,Yes,501,52.90%,7.20%,C,70,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,57,C,71
270,57834,,EVOLUTION ACADEMY CHARTER SCHOOL,REGION 10: RICHARDSON,DALLAS,District,Yes,Yes,669,67.30%,8.40%,A,93,B,85,C,79,C,79,Not Rated,        .,A,92
271,57835,,GOLDEN RULE CHARTER SCHOOL,REGION 10: RICHARDSON,DALLAS,District,No,Yes,"1,557",100.00%,58.00%,B,86,C,74,B,89,C,73,B,89,C,78
272,57836,,ST ANTHONY SCHOOL,REGION 10: RICHARDSON,DALLAS,District,No,Yes,316,92.70%,0.00%,A,90,C,74,A,95,A,95,B,87,C,78
273,57839,,LA ACADEMIA DE ESTRELLAS,REGION 10: RICHARDSON,DALLAS,District,No,Yes,985,89.20%,69.60%,B,84,C,71,B,87,B,87,B,84,C,77
274,57840,,RICHLAND COLLEGIATE HIGH SCHOOL,REGION 10: RICHARDSON,DALLAS,District,No,Yes,336,3.00%,9.20%,A,97,A,97,B,82,Not Rated,        .,B,82,Not Rated,        .
275,57841,,CITYSCAPE SCHOOLS,REGION 10: RICHARDSON,DALLAS,District,No,Yes,"1,256",91.60%,57.60%,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,50,C,70,C,70,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,62
276,57844,,MANARA ACADEMY,REGION 10: RICHARDSON,DALLAS,District,No,Yes,541,61.20%,44.50%,B,89,C,74,A,92,A,92,B,80,B,81
277,57845,,UME PREPARATORY ACADEMY,REGION 10: RICHARDSON,DALLAS,District,No,Yes,"1,365",43.00%,9.20%,A,90,B,88,A,91,A,91,B,82,B,88
278,57846,,LEGACY PREPARATORY,REGION 10: RICHARDSON,DALLAS,District,No,Yes,"1,464",79.90%,41.70%,B,86,C,72,A,91,A,91,C,75,C,75
279,57847,,VILLAGE TECH SCHOOLS,REGION 10: RICHARDSON,DALLAS,District,No,Yes,"1,232",46.50%,3.00%,C,79,B,80,C,72,C,70,C,72,C,76
280,57848,,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),REGION 10: RICHARDSON,DALLAS,District,No,Yes,"20,535",61.50%,33.00%,B,86,B,83,B,89,B,85,A,90,C,78
281,57850,,PIONEER TECHNOLOGY & ARTS ACADEMY,REGION 10: RICHARDSON,DALLAS,District,No,Yes,"2,226",56.50%,17.90%,B,81,B,82,B,80,B,80,C,78,C,79
282,57851,,BRIDGEWAY PREPARATORY ACADEMY,REGION 10: RICHARDSON,DALLAS,District,No,Yes,96,61.50%,34.40%,B,83,Not Rated: Senate Bill 1365,54,B,83,B,83,Not Rated: Senate Bill 1365,52,Not Rated,        .
283,57903,,CARROLLTON-FARMERS BRANCH ISD,REGION 10: RICHARDSON,DALLAS,District,No,No,"24,888",63.60%,35.10%,B,88,B,85,A,90,B,89,A,90,B,84
284,57904,,CEDAR HILL ISD,REGION 10: RICHARDSON,DALLAS,District,No,No,"7,112",65.70%,8.10%,C,70,C,71,C,70,C,70,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,68
285,57905,,DALLAS ISD,REGION 10: RICHARDSON,DALLAS,District,No,No,"143,430",85.10%,47.60%,B,86,C,78,B,89,B,85,B,89,C,78
286,57906,,DESOTO ISD,REGION 10: RICHARDSON,DALLAS,District,No,No,"7,339",72.10%,8.90%,B,83,C,70,B,87,B,87,C,75,C,73
287,57907,,DUNCANVILLE ISD,REGION 10: RICHARDSON,DALLAS,District,No,No,"11,944",77.90%,22.80%,B,82,C,74,B,85,B,85,C,76,C,75
288,57909,,GARLAND ISD,REGION 10: RICHARDSON,DALLAS,District,No,No,"52,960",74.10%,36.70%,B,87,B,86,B,89,B,89,A,92,B,83
289,57910,,GRAND PRAIRIE ISD,REGION 10: RICHARDSON,DALLAS,District,No,No,"27,284",74.30%,34.00%,B,82,C,76,B,85,B,85,B,83,C,76
290,57911,,HIGHLAND PARK ISD,REGION 10: RICHARDSON,DALLAS,District,No,No,"6,666",0.20%,1.10%,A,98,A,97,A,90,A,90,B,88,A,100
291,57912,,IRVING ISD,REGION 10: RICHARDSON,DALLAS,District,No,No,"32,339",86.30%,48.60%,B,84,C,75,B,89,B,89,B,82,C,73
292,57913,,LANCASTER ISD,REGION 10: RICHARDSON,DALLAS,District,No,No,"6,978",83.20%,10.00%,B,88,B,84,A,91,B,87,A,91,B,81
293,57914,,MESQUITE ISD,REGION 10: RICHARDSON,DALLAS,District,No,No,"38,311",79.70%,31.00%,B,85,B,83,B,89,B,85,B,89,C,76
294,57916,,RICHARDSON ISD,REGION 10: RICHARDSON,DALLAS,District,No,No,"37,358",55.90%,28.00%,B,84,B,81,B,85,B,85,B,85,B,82
295,57919,,SUNNYVALE ISD,REGION 10: RICHARDSON,DALLAS,District,No,No,"2,104",16.20%,8.10%,A,93,A,94,A,90,A,90,B,85,A,92
296,57922,,COPPELL ISD,REGION 10: RICHARDSON,DALLAS,District,No,No,"13,107",8.90%,15.70%,A,97,A,95,A,93,A,93,B,83,A,100
297,58902,,DAWSON ISD,REGION 17: LUBBOCK,DAWSON,District,No,No,149,72.50%,16.10%,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,47
298,58905,,KLONDIKE ISD,REGION 17: LUBBOCK,DAWSON,District,No,No,259,22.40%,5.80%,A,97,A,96,B,88,B,88,B,87,A,100
299,58906,,LAMESA ISD,REGION 17: LUBBOCK,DAWSON,District,No,No,"1,602",84.00%,4.80%,B,81,B,80,B,84,Not Rated: Senate Bill 1365,65,B,84,C,74
300,58909,,SANDS CISD,REGION 17: LUBBOCK,DAWSON,District,No,No,246,63.00%,12.60%,A,96,A,94,A,92,B,84,A,92,A,100
301,59901,,HEREFORD ISD,REGION 16: AMARILLO,DEAF SMITH,District,No,No,"3,953",78.10%,23.90%,C,73,Not Rated: Senate Bill 1365,69,C,73,Not Rated: Senate Bill 1365,59,C,73,C,72
302,59902,,WALCOTT ISD,REGION 16: AMARILLO,DEAF SMITH,District,No,No,152,55.90%,11.20%,A,94,B,88,A,92,A,92,B,86,A,100
303,60902,,COOPER ISD,REGION 08: MT PLEASANT,DELTA,District,No,No,847,66.20%,3.20%,B,86,B,86,B,89,B,80,A,91,C,78
304,60914,,FANNINDEL ISD,REGION 08: MT PLEASANT,DELTA,District,No,No,148,89.20%,7.40%,B,82,C,78,B,86,B,82,B,86,C,74
